canonical_id,historical_version,lineage,repo,branch_or_ref,status,domain,primary_evidence,mechanism,allowed_claim,forbidden_claim,supersedes,next_residual
SPECIMEN_CONSTRUCTOR_V116,V116,constructor-development,heathsanchez/triskelion,main,INVALID,lean,results/V116_SPECIMEN_CONSTRUCTOR_DEVELOPMENT_INVALIDATION_20260815.md,prospective constructor target,Target mechanism was already exposed by inspected upstream patch,Do not claim constructor-development PASS,,fresh unexposed residual
SPECIMEN_TYPE1_V117,V117,constructor-development,heathsanchez/triskelion,main,MIXED,lean,results/V117_TYPE1_ACQUISITION_QUALIFICATION_RESULT_20260815.md,fresh Type1/parameter obstruction qualification,Fresh structural target isolated with information boundary,Not yet transfer or constructor compounding,V116,fixed parameter separator
FIXED_PARAMETER_V118,V118,constructor-development,heathsanchez/triskelion,main,MIXED,lean,results/V118_FIXED_PARAMETER_QUALIFICATION_RESULT_20260815.md,test fixed/uniform parameter hypothesis,Qualification narrows mechanism,Not final admitted K,,binder distinction
BINDER_AWARE_K1B_V118,V118K1B,constructor-development,heathsanchez/triskelion,main,BOUNDED_PASS,lean,results/V118_K1B_ACQUISITION_PROTECTED_PASS_20260815.md,implicit-vs-explicit uniform binder handling,Generic binder-aware K1b passes acquisition protected explicit control and existing suite,Not natural blind transfer,V118,transfer/generalization
CARRY_FIXED_PARAMETER_V119,V119,constructor-development,heathsanchez/triskelion,main,BOUNDED_PASS,lean,results/V119_CARRY_FIXED_PARAMETER_ACQUISITION_RESULT_20260815.md,carry fixed parameter mechanism,Prospective mechanism acquisition retained,Not full capstone,V118K1B,binder-aware refinement
BINDER_AWARE_K2_V120,V120,constructor-development,heathsanchez/triskelion,main,BOUNDED_PASS,lean,results/V120_BINDER_AWARE_FIXED_PARAMETER_RESULT_20260815.md,binder-aware fixed parameter K2,K2 mechanism frozen for protected validation,Not blind source-distinct transfer,V119,full suite
K2_PROTECTED_V121,V121,constructor-development,heathsanchez/triskelion,main,BOUNDED_PASS,lean,results/V121_K2_PROTECTED_SUITE_RESULT_20260815.md,full current Specimen suite validation,Frozen K2 preserves 137/137 ordinary Specimen tests and acquisition,Not full constructor capstone,V120,source-distinct structural stress
K2_SOURCE_DISTINCT_STRESS_V122,V122,constructor-development,heathsanchez/triskelion,main,BOUNDED_PASS,lean,results/V122_SOURCE_DISTINCT_PARAMETER_STRESS_RESULT_20260815.md,field-carrying and recursive stress arms,K0 fails K2 passes and ablation fails on both structurally distinct authored arms,Not blind natural transfer,V121,natural eligible world
CEDAR_CEILING_V123,V123,constructor-development,heathsanchez/triskelion,main,NEGATIVE,lean,results/V123_CEDAR_NATURAL_HELDOUT_RESULT_20260815.md,search Cedar for eligible natural target,No Cedar declaration meets frozen structural criterion,Not evidence against K2,V122,new natural world
STRATA_KNOWN_WORLD_V124,V124,constructor-development,heathsanchez/triskelion,main,MIXED,lean,results/V124_DIRECT_STRATA_KNOWN_WORLD_RESULT_20260816.md,direct known-world replay,New residual exposed after K2,Known-world only not blind transfer,V123,discriminate Type1 vs computed parameter
TYPE1_DISCRIMINATOR_V125,V125,constructor-development,heathsanchez/triskelion,main,NEGATIVE,lean,results/V125_UNIVERSE_LEVEL_DISCRIMINATOR_RESULT_20260816.md,test coarse Type1 explanation,Coarse Type1 hypothesis rejected,Do not broaden K on universe level alone,V124,computed parameter bridge
COMPUTED_PARAMETER_V126,V126,constructor-development,heathsanchez/triskelion,main,MIXED,lean,results/V126_COMPUTED_PARAMETER_BRIDGE_RESULT_20260816.md,isolate computed parameter flattening,Prospective discriminator isolates computed-parameter bridge,Not yet admitted mechanism,V125,repair coordinate
NAME_COORDINATE_V127,V127,constructor-development,heathsanchez/triskelion,main,NEGATIVE,lean,results/V127_PRESERVE_FIXED_COMPUTED_PARAMETER_RESULT_20260816.md,preserve by local/top-level name identity,Name-coordinate repair rejected,Do not identify parameters by unstable local names,V126,input-position coordinate
INPUT_POSITION_K4_V128,V128,constructor-development,heathsanchez/triskelion,main,BOUNDED_PASS,lean,results/V128_INPUT_POSITION_COMPUTED_PARAMETER_RESULT_20260816.md,preserve computed family parameters determined by relation inputs,K2 fails K2+K4 passes protected acquisition controls and K4 ablation fails,Not yet admitted after full suite,V127,protected-suite counterexample
K4_PROTECTED_REJECTION_V129,V129,constructor-development,heathsanchez/triskelion,main,NEGATIVE,lean,results/V129_K2_K4_PROTECTED_SUITE_RESULT_20260816.md,full-suite test of broader K4,Protected evidence rejects over-broad K4 despite acquisition success,Do not retain K4,V128,find sharper separator
CONSTRUCTOR_PARAMETER_V130,V130,constructor-development,heathsanchez/triskelion,main,NEGATIVE,lean,results/V130_COMPUTED_CONSTRUCTOR_PARAMETER_DISCRIMINATOR_RESULT_20260816.md,test constructor-parameter role,Constructor-parameter role is not sufficient separator,Do not retain this explanation,V129,output-dependent role
DEPENDENT_OUTPUT_V131,V131,constructor-development,heathsanchez/triskelion,main,BOUNDED_PASS,lean,results/V131_DEPENDENT_OUTPUT_TYPE_DISCRIMINATOR_RESULT_20260816.md,output-dependent type discriminator,Output-dependent type role separates acquisition from protected ordinary computation,Not yet admitted mechanism,V130,conjoined rule
OUTPUT_DEPENDENT_K5_V132,V132,constructor-development,heathsanchez/triskelion,main,BOUNDED_PASS,lean,results/V132_OUTPUT_DEPENDENT_PARAMETER_ADMISSION_RESULT_20260816.md,input-determined plus output-dependent K5,K2 fails K2+K5 passes acquisition 137/137 suite and causal ablation,Not blind natural transfer,V129;V130;V131,known-world replay
STRATA_REPLAY_V133,V133,constructor-development,heathsanchez/triskelion,main,MIXED,lean,results/V133_STRATA_KNOWN_WORLD_REPLAY_RESULT_20260816.md,replay frozen K5 on known Strata,K5 changes failure frontier but remains insufficient,Do not call K5 complete Strata solution,V132,specialization before instance synthesis
FIXED_SPECIALIZATION_V134,V134,constructor-development,heathsanchez/triskelion,main,OPEN,lean,protocols/V134_FIXED_SPECIALIZATION_INSTANCE_DISCRIMINATOR_PRECOMMIT.md,isolate fixed-specialization instance synthesis,Protocol frozen for next discriminator,No result yet,V133,execute frozen test
PORTABLE_CAPABILITY_IKKF_V1,IKKF-V1,model-routing,heathsanchez/triskelion,ikkf-v1-portable-capability,ATTESTED_QUALIFIED,model,results/ATTESTATION_LEDGER.md,compile unload reload capability,Fresh compilation/reload actions supported but stochastic independence is not,Do not claim independent recompilation,,integrated portable state
VERIFIED_ROUTING_IKKF_V2D,IKKF-V2D,model-routing,heathsanchez/triskelion,ikkf-v2d-verified-capability-os,BOUNDED_PASS,model,results/ATTESTATION_LEDGER.md,verifier-controlled routing/execution,100% routing/execution versus learned selector 50% routing and 0% joint on exact worlds,Not general routing superiority,,integrated adapter
VERIFIER_INDUCED_INVOCATION_IKKF_V4B,IKKF-V4B,model-routing,heathsanchez/triskelion,ikkf-v4b-verifier-induced-invocation,BOUNDED_PASS,model,results/ATTESTATION_LEDGER.md,verifier refines invocation scope,External verification refines coarse admitted scope to unique valid invocation with ablation/revocation,Not arbitrary natural invocation discovery,,integrated adapter
MATHGRAPH_RUNTIME_CURRENT,current,verification-runtime,heathsanchez/mathgraph,main,BOUNDED_PASS,verification,README.md,claim-to-verifier EvidenceManifest Lawbook runtime,MathGraph is the production evidence/certificate runtime home,Not the canonical research-registry home,,cross-repo registry links
SAIR_STAGE2_CURRENT,current,external-math,heathsanchez/sair-stage2,main,BOUNDED_PASS,math,README.md,external proof/countermodel world,Independent verifier world and solver research stream,Not itself a general developmental architecture,,link evidence packs
LEAN_KERNEL_RGRS_CURRENT,current,systems-transfer,heathsanchez/lean-kernel-arena,mathgraph-rgrs,OPEN,lean-performance,test/STATUS.md,residual-guided kernel optimization,External systems transfer programme with semantic and resource gates,Do not equate speedup with cognitive development,,reconcile latest E00xx frontier
SPECIMEN_CURRENT,current,constructor-development,heathsanchez/specimen,main,OPEN,lean,repository,external Lean metaprogramming substrate,Real-system substrate for constructor-development tests,Not evidence by repository existence alone,,continue frozen V134+
CONTROLLER_CONSTITUTION_V1,current,controller,heathsanchez/triskelion,main,OPEN,controller,protocols/DEVELOPMENTAL_CONTROLLER_CONSTITUTION_V1.md,govern evidence and revision policy,Controller discipline is now explicit and versioned,Not itself empirical proof,,wire registry/run schema into runtime
